first_name,last_name,pdga_number,rating,year,class,gender,division_name,division_code,country,state_prov,tournaments,rating_rounds_used,points,prize,last_modified
Michael,Olse,19362,1012,2008,P,Male,Open,MPO,United States,TX,22,8,5765,4765,2018-05-15
James,Proctor,34250,1024,2017,P,Male,Open,MPO,United States,WA,10,39,5762,5551.5,2019-12-12
Thomas,Szevin,86375,937,2018,P,Male,Advanced,MA1,United States,NY,9,9,5762,,2018-10-05
Ken,Sailler,59582,955,2018,P,Male,Advanced,MA1,United States,MI,6,10,5762,,2018-10-05
Daniel,Allgeier,45686,967,2012,P,Male,Advanced,MA1,United States,KY,5,8,5762,,2018-05-15
Jake,Roesler,32698,961,2009,P,Male,Advanced,MA1,United States,WI,10,9,5760,,2018-05-15
Justin,Bunnell,20827,1012,2006,P,Male,Open,MPO,United States,TN,26,37,5760,10372.5,2017-01-11
Nils,Nordgren,28455,977,2009,P,Male,Advanced,MA1,United States,KS,11,9,5760,,2018-05-15
Austin,Hoop,72423,1023,2020,P,Male,Open,MPO,United States,CA,12,56,5757,6753,2021-02-22
Ziggy,Bierekoven,29879,1001,2009,P,Male,Open,MPO,United States,MI,19,28,5750,3339.5,2018-05-15
Zachary,Smith,78562,954,2017,P,Male,Advanced,MA1,United States,FL,7,36,5747,,2018-05-15
Tony,Ganger,25005,997,2010,P,Male,Open,MPO,United States,IN,23,32,5747,4047.66,2018-05-15
Lucas,Biggers,21498,950,2012,P,Male,Advanced,MA1,United States,NC,16,29,5747,,2018-05-15
Loren,Lewis,68695,984,2021,P,Male,Open,MPO,United States,OK,22,68,5745,2433,2021-08-03
Nicholas,Schneider,26395,987,2008,P,Male,Open,MPO,United States,CA,24,3,5745,2645.8,2018-05-15
George,Beno,49225,969,2013,P,Male,Advanced,MA1,United States,MI,16,55,5745,,2018-05-15
Robbie,Bratten,21541,996,2007,P,Male,Open,MPO,United States,TX,27,1,5745,3323,2018-05-15
Scott,Conway,38603,1002,2021,P,Male,Open,MPO,United States,NC,27,90,5742,4782,2021-08-01
Kim,Wallace,48327,958,2012,P,Male,Advanced,MA1,United States,VA,20,32,5740,,2018-05-15
Mario,Short,88491,986,2021,P,Male,Open,MPO,United States,WI,29,77,5732,4501,2021-08-01
Robert,Lockwood,42236,992,2019,P,Male,Open,MPO,United States,OR,25,65,5732,3415,2021-01-26
Steven,Rico,4666,1035,2007,P,Male,Open,MPO,United States,CA,22,45,5732,12965,2018-05-15
David,Weaver,36325,962,2011,P,Male,Advanced,MA1,United States,NC,13,34,5720,,2018-05-15
Peter,Middlecamp,19026,1009,2004,P,Male,Open,MPO,United States,MN,25,18,5720,6908.5,2017-03-10
Peter,Wyngaard,18883,997,2004,P,Male,Open,MPO,United States,MI,27,8,5720,4468,2017-03-10
Robert,McAlpine,25665,963,2010,P,Male,Advanced,MA1,United States,NC,20,18,5717,,2018-05-15
Shawn,Sullivan,46190,960,2012,P,Male,Advanced,MA1,United States,CO,12,42,5715,,2018-05-15
Scott,Slater,20695,961,2004,P,Male,Advanced,MA1,United States,MI,15,8,5715,,2018-05-15
Scotty Too Hotty,Burtard,17948,1002,2011,P,Male,Open,MPO,United States,WI,33,35,5712,7983.87,2018-04-27
Jeremy,Mount,28051,984,2012,P,Male,Open,MPO,United States,MT,37,8,5710,3380,2018-05-15
Dan,Schlitter,80219,974,2017,P,Male,Advanced,MA1,United States,IL,17,68,5710,,2018-05-15
Chris,Heeren,18464,1002,2008,P,Male,Open,MPO,United States,WI,23,11,5707,4328,2018-05-15
Tim,Skellenger,26269,1013,2010,P,Male,Open,MPO,United States,OR,11,14,5705,3907,2018-05-15
Trevon,Crowe,67172,981,2019,P,Male,Open,MPO,United States,IN,28,100,5700,2545,2019-10-28
Aidan,Brock,59742,951,2014,P,Male,Advanced,MA1,United States,IA,3,37,5700,,2018-05-15
Sean,Currier,19579,945,2010,A,Male,Advanced,MA1,United States,CA,9,43,5700,,2018-05-15
Gabriel,Molina,28882,946,2014,A,Male,Advanced,MA1,United States,TX,10,14,5700,,2018-05-15
Mike,Young,7808,1002,2003,P,Male,Open,MPO,United States,AL,17,16,5697,2626,2018-05-15
Joseph,Mela,2607,1017,2008,P,Male,Open,MPO,United States,PA,13,12,5697,4869.5,2018-05-15
Scott,Adkins,87515,893,2020,A,Male,Recreational,MA3,United States,MI,42,142,5695,,2021-01-01
Scott,Withers,38464,1018,2016,P,Male,Open,MPO,United States,OR,26,94,5695,9434,2019-12-12
Andrew,Nava,52403,998,2018,P,Male,Open,MPO,United States,OR,23,68,5695,4005.75,2019-12-12
Matt,Dollar,26045,990,2008,P,Male,Open,MPO,United States,GA,43,72,5695,7594,2018-05-15
Gregg,Barsby,15857,1014,2013,P,Male,Open,MPO,United States,CA,19,64,5692,8566.5,2018-05-15
Kenny,Glassman,30060,940,2008,P,Male,Advanced,MA1,United States,CA,17,26,5692,,2018-05-15
Patrick,Brown,25713,1014,2016,P,Male,Open,MPO,United States,TX,9,66,5690,4084,2019-12-12
Jared,Hill,86844,953,2019,P,Male,Advanced,MA1,United States,NY,2,9,5685,,2021-01-26
Eddie,Garmon,28009,955,2009,A,Male,Advanced,MA1,United States,NC,7,5,5685,,2018-05-15
Nikko,Locastro,11534,996,2006,P,Male,Advanced,MA1,United States,MO,12,84,5682,,2018-05-15
Jacob,Horner,44878,953,2012,A,Male,Advanced,MA1,United States,NC,4,12,5680,,2018-05-15
Corbin,Higdon,42915,951,2014,P,Male,Advanced,MA1,United States,WA,8,8,5675,,2018-05-15
Tyler,Landreth,30827,961,2014,P,Male,Advanced,MA1,United States,MO,12,6,5672,,2018-05-15
Kevin,Babbit,11110,1012,2009,P,Male,Open,MPO,United States,KS,15,25,5670,3975,2018-05-15
GUY,HERRON,44246,960,2011,P,Male,Advanced,MA1,United States,WI,20,7,5670,,2018-05-15
Mark,Anderson,69045,979,2019,P,Male,Advanced,MA1,United States,MO,4,41,5667,,2020-01-01
Joseph,Mela,2607,1007,2010,P,Male,Open,MPO,United States,PA,13,12,5665,4616,2018-05-15
Michael,Arauza,87267,986,2021,P,Male,Open,MPO,United States,CA,30,77,5662,3112,2021-08-03
William,Corporon II,62416,944,2017,A,Male,Advanced,MA1,United States,AR,16,12,5662,,2018-05-15
Nate,Metzler,41220,997,2021,P,Male,Open,MPO,United States,CO,16,54,5660,3519,2021-07-27
Patrick,Blake,21310,951,2003,P,Male,Advanced,MA1,United States,WI,22,9,5660,0,2017-03-10
Jeremy,Johns,27358,961,2011,A,Male,Advanced,MA1,United States,IN,13,4,5655,,2018-05-15
Brandon,Day,33996,973,2011,P,Male,Advanced,MA1,United States,MN,12,7,5650,,2018-05-15
G.B.,Yang,77904,966,2019,P,Male,Advanced,MA1,United States,CA,13,14,5645,,2019-11-04
Willie,Prince,31550,995,2017,P,Male,Open,MPO,United States,MI,30,47,5642,6552,2019-12-12
Alan Bigs,Sweeton,22691,937,2007,A,Male,Advanced,MA1,United States,GA,21,6,5637,,2018-05-15
Allen,Hermosillo,25345,992,2013,P,Male,Open,MPO,United States,IL,43,25,5637,4497.5,2018-05-15
Mark,Chapalonis,70741,992,2021,P,Male,Open,MPO,United States,MA,16,54,5635,3090,2021-07-25
Jeremy,Craig,29387,928,2010,A,Male,Advanced,MA1,United States,WA,14,2,5635,,2018-05-15
Travis,Koehring,36829,956,2009,A,Male,Advanced,MA1,United States,OK,17,10,5635,,2018-05-15
Matthew,Gill,36771,968,2012,P,Male,Advanced,MA1,United States,NC,7,12,5632,,2018-05-15
Erik,Smith,25987,1001,2011,P,Male,Open,MPO,United States,VA,35,17,5625,5447.83,2018-05-15
Taylor,Cimala,30371,983,2016,P,Male,Open,MPO,United States,IL,16,22,5622,2766,2019-12-12
Jason,Makarovich,20793,991,2010,P,Male,Open,MPO,United States,GA,31,1,5622,3362,2018-05-15
Kelly,Greenhoe,41046,974,2014,P,Male,Advanced,MA1,United States,CA,7,10,5617,,2018-05-15
Nik,Beats,34789,969,2008,A,Male,Advanced,MA1,United States,MI,6,2,5615,,2018-05-15
Jimmy,Seechan,65354,951,2015,P,Male,Advanced,MA1,United States,MN,8,16,5615,,2018-05-15
George,Smith,4034,1002,2013,P,Male,Open,MPO,United States,MO,17,32,5612,3621.58,2018-06-05
Dutch,Napier,31473,986,2010,P,Male,Open,MPO,United States,KY,41,37,5612,5573,2018-05-15
Kyle,Kelly,86772,975,2018,P,Male,Advanced,MA1,United States,WA,7,49,5612,,2018-12-24
Zack,Finwall,89111,980,2021,P,Male,Open,MPO,United States,IL,23,97,5610,2013,2021-08-04
Tim,Knaul,22596,972,2007,P,Male,Advanced,MA1,United States,TN,7,1,5610,,2018-05-15
Andrew,Nava,52403,985,2014,P,Male,Advanced,MA1,United States,OR,6,68,5610,,2018-05-15
Michael,McGinnis,66292,950,2019,P,Male,Advanced,MA1,United States,MI,4,35,5610,,2019-10-26
Brad,Schick,7992,1012,2019,P,Male,Open,MPO,United States,OH,21,57,5607,7872,2021-01-26
Tyler,Grady,45097,988,2019,P,Male,Open,MPO,United States,ME,15,20,5607,1619,2019-10-14
Mark,Parrish,30328,961,2008,A,Male,Advanced,MA1,United States,MN,8,2,5605,,2018-05-15
Zac,Cobus,20165,949,2004,P,Male,Advanced,MA1,United States,WI,18,33,5605,,2018-05-15
Avery,Jenkins,7495,1030,2006,P,Male,Open,MPO,United States,OK,24,8,5603,27885,2017-01-11
George,Beno,49225,991,2018,P,Male,Open,MPO,United States,MI,25,55,5602,4052.5,2019-12-12
Trace,Kiersnowski,80656,954,2019,A,Male,Advanced,MA1,United States,FL,18,9,5602,,2019-12-03
Ian,Short,89427,957,2019,P,Male,Advanced,MA1,United States,OH,12,25,5602,,2019-11-27
Matt,Dollar,26045,1013,2012,P,Male,Open,MPO,United States,GA,37,72,5602,7558,2018-05-15
Andrew,Hennebry,39838,960,2017,A,Male,Advanced,MA1,United States,IL,14,20,5602,,2018-05-15
Logan,Bowers,31536,1002,2015,P,Male,Open,MPO,United States,TN,20,49,5597,7064,2019-12-12
Jay Yeti,Reading,15864,1008,2014,P,Male,Open,MPO,United States,TX,19,74,5595,5951.5,2019-12-12
Derek,Sahr,39552,978,2015,P,Male,Open,MPO,United States,MN,20,42,5595,2103.62,2019-12-12
Mike,Sale,46910,988,2013,P,Male,Advanced,MA1,United States,CA,2,30,5595,,2018-05-15
Terry,Gallops,34933,1009,2013,P,Male,Open,MPO,United States,NC,42,9,5595,6955,2018-05-15
Jake,Schramm,27029,971,2009,A,Male,Advanced,MA1,United States,MN,14,30,5592,,2018-05-15
Steve,Rachan,60925,986,2019,P,Male,Advanced,MA1,United States,IL,12,25,5592,,2019-10-10
Carl,Bouman,88215,959,2018,P,Male,Advanced,MA1,United States,MI,9,25,5592,,2018-11-12
William,Montpas,36973,934,2016,P,Male,Advanced,MA1,United States,MI,24,7,5588,,2018-05-15
Charles,Behrhorst,42202,940,2012,P,Male,Advanced,MA1,United States,NC,9,87,5587,,2018-05-15
Christian,Dietrich,27984,1013,2009,P,Male,Open,MPO,United States,MT,13,9,5585,5210,2018-05-15
Matt,Odenwelder,31710,946,2008,P,Male,Advanced,MA1,United States,TX,12,54,5585,,2018-05-15
Eric,Jubin,34690,946,2012,A,Male,Advanced,MA1,United States,TX,18,48,5582,,2018-05-15
Darrell,Lambrecht,20673,944,2004,P,Male,Advanced,MA1,United States,SC,19,17,5582,,2018-05-15
Kirk,McAllister,29923,990,2009,P,Male,Open,MPO,United States,OR,29,11,5582,2469.5,2018-05-15
James,Cole,29690,1011,2018,P,Male,Open,MPO,United States,TN,11,36,5580,4286.5,2019-12-12
Jacob,Mott,54032,957,2014,P,Male,Advanced,MA1,United States,IA,6,7,5580,,2018-05-15
Adam,Olsen,26100,1004,2006,P,Male,Open,MPO,United States,IA,31,40,5578,6502.33,2017-01-11
Isaac,Heinen,44919,1004,2019,P,Male,Open,MPO,United States,KS,18,31,5577,3939.5,2021-01-26
Jeff,Renner,67313,982,2016,P,Male,Open,MPO,United States,MO,19,45,5577,2418,2019-12-12
Brian,Earhart,45879,1000,2017,P,Male,Open,MPO,United States,IL,17,65,5577,5911,2019-12-12
Greg,Meyer,32222,960,2008,A,Male,Advanced,MA1,United States,OR,10,2,5575,,2018-05-15
Dylan,Horst,32599,982,2011,P,Male,Advanced,MA1,United States,PA,5,29,5575,,2018-05-15
Chris,Hall,41569,960,2011,P,Male,Advanced,MA1,United States,MN,16,38,5575,,2018-05-15
Ryan,Wert,89386,967,2018,P,Male,Advanced,MA1,United States,SC,4,8,5575,,2018-12-22
Benjamin,Wiggins,38040,969,2009,P,Male,Advanced,MA1,United States,KS,15,17,5572,,2018-05-15
Patrick,Brown,25713,1009,2020,P,Male,Open,MPO,United States,TX,6,66,5570,2337,2020-11-10
Geoff,Bennett,24962,1001,2014,P,Male,Open,MPO,United States,MI,40,66,5567,9493,2019-12-12
Dan,Hollingshead,29598,946,2008,P,Male,Advanced,MA1,United States,ID,17,9,5567,,2018-05-15
Jamie,Richards,30407,948,2009,P,Male,Advanced,MA1,United States,FL,17,2,5567,,2018-05-15
Kyle,Harmon,80358,945,2017,A,Male,Advanced,MA1,United States,NJ,18,8,5567,,2018-05-15
Brad,Ramsey,35345,999,2012,P,Male,Advanced,MA1,United States,SC,4,15,5565,,2018-05-15
Kevin,Clark,30756,957,2008,P,Male,Advanced,MA1,United States,VA,12,8,5565,,2018-05-15
Riley,Brenner,27988,986,2008,P,Male,Open,MPO,United States,MN,30,30,5560,3606.5,2018-05-15
Marc,Cooper,57239,959,2016,P,Male,Advanced,MA1,United States,TX,8,10,5560,,2018-05-15
Brandon,Bosworth,93625,950,2019,P,Male,Advanced,MA1,United States,AZ,18,65,5557,,2019-12-02
Simon,Lizotte,8332,1013,2009,P,Male,Open,MPO,United States,MA,9,41,5557,2215.75,2018-05-15
Mike,Jewel,53915,947,2013,P,Male,Advanced,MA1,United States,CA,23,19,5557,,2018-05-15
Brandon,Bostwick,55683,965,2018,A,Male,Advanced,MA1,United States,TN,7,16,5555,,2018-12-23
Chase,Roberts,20460,963,2006,P,Male,Advanced,MA1,United States,IL,8,14,5550,,2018-05-15
Kevin,Rarick,27063,1000,2012,P,Male,Open,MPO,United States,TN,25,18,5550,4747,2018-05-15
Andrew,Hendry,49714,999,2015,P,Male,Open,MPO,United States,NJ,29,21,5550,4601.17,2019-12-12
Stephen,Walters,80014,961,2018,A,Male,Advanced,MA1,United States,NC,6,19,5550,,2018-10-05
Victor,Cervantes,25455,960,2008,P,Male,Advanced,MA1,United States,OR,8,2,5550,,2018-05-15
Joseph,Noble,26332,964,2008,P,Male,Advanced,MA1,United States,NC,11,4,5547,,2018-05-15
Bill,Charron,44715,951,2012,P,Male,Advanced,MA1,United States,PA,15,18,5547,,2018-05-15
Derek,Sahr,39552,981,2016,P,Male,Open,MPO,United States,MN,25,42,5545,3781,2019-12-12
Reid,McConnell,52913,947,2015,P,Male,Advanced,MA1,United States,CO,3,27,5545,,2018-05-15
Sonny,Dalesandro,142503,892,2021,A,Male,Recreational,MA3,United States,OK,77,107,5544,,2021-07-29
Calvin,Heimburg,45971,1018,2016,P,Male,Open,MPO,United States,FL,23,65,5535,9921.5,2019-12-12
D.J.,Hunt,16144,965,2014,P,Male,Advanced,MA1,United States,MI,21,28,5535,,2018-05-15
Payton,Staman,136030,976,2021,A,Male,Advanced,MA1,United States,IN,11,72,5532,,2021-08-08
Warren,Hollinshead,47330,939,2014,A,Male,Advanced,MA1,United States,OR,18,7,5532,,2018-05-15
Nathan,Doss,11794,1027,2005,P,Male,Open,MPO,United States,OR,19,39,5532,14032.5,2018-02-14
Jamalle,Castillo,49514,956,2017,P,Male,Advanced,MA1,United States,IA,12,35,5530,,2018-05-15
Caleb,Wood,20986,949,2004,A,Male,Advanced,MA1,United States,NC,20,13,5525,,2018-05-15
Mark,Spencer,48893,958,2014,A,Male,Advanced,MA1,United States,MN,7,9,5525,,2018-05-15
Tim,Skellenger,26269,1021,2014,P,Male,Open,MPO,United States,OR,8,14,5520,3701.25,2019-12-12
Lucas,McPherron,129652,941,2021,A,Male,Advanced,MA1,United States,TN,16,55,5517,,2021-07-30
Dan,Schlitter,80219,1001,2019,P,Male,Open,MPO,United States,IL,19,68,5517,4301.18,2021-01-26
Kirk,Trevena,45433,975,2019,P,Male,Open,MPO,United States,TX,43,99,5517,2487,2020-01-07
Bradley,Good,81618,979,2018,P,Male,Open,MPO,United States,PA,28,44,5517,1802,2019-12-12
Dan,Schlitter,80219,1008,2020,P,Male,Open,MPO,United States,IL,18,68,5515,4002,2021-02-22
Brett,Allen,35943,942,2012,A,Male,Advanced,MA1,United States,SC,10,8,5515,,2018-05-15
Richard,Van Manen,20807,916,2019,A,Male,Amateur Masters 40+,MA40,United States,TN,59,111,5512,,2019-12-01
Ken,Climo,4297,1037,2011,P,Male,Open,MPO,United States,FL,13,20,5512,5580,2018-05-15
Matt,Miller,99158,955,2019,P,Male,Advanced,MA1,United States,NY,21,56,5510,,2019-11-15
Nick,Gagne,44873,1010,2011,P,Male,Open,MPO,United States,ME,18,3,5510,5730,2018-05-15
Vincent,Polidori,81039,1003,2020,P,Male,Open,MPO,United States,WI,22,71,5507,4764,2021-02-22
CJ,King,37832,991,2019,P,Male,Open,MPO,United States,WI,22,35,5502,3968,2021-01-26
Mike,Moser,5557,1016,2010,P,Male,Open,MPO,United States,DE,18,22,5502,6456,2018-05-15
Matt,Odenwelder,31710,975,2021,P,Male,Open,MPO,United States,TX,27,54,5500,2068,2021-07-25
Joel,Bibble,55667,978,2018,A,Male,Advanced,MA1,United States,KY,12,18,5500,,2018-12-08
Arthur,Pengelly,24077,934,2008,A,Male,Advanced,MA1,United States,MI,14,7,5500,,2018-05-15
Ken Tank,Franks,25447,1005,2007,P,Male,Open,MPO,United States,CO,31,6,5500,8173.33,2018-05-15
Randon,Latta,51685,1008,2021,P,Male,Open,MPO,United States,FL,12,38,5497,3504,2021-07-06
Nate,Metzler,41220,986,2018,P,Male,Open,MPO,United States,CO,25,54,5497,4444.67,2019-12-12
Shane,Wyatt,43284,985,2018,P,Male,Open,MPO,United States,MA,17,66,5497,1787.25,2018-11-27
Dylan,Moyer,88222,944,2019,A,Male,Advanced,MA1,United States,PA,3,13,5495,,2019-11-08
Matt,Friedman,55726,946,2017,A,Male,Advanced,MA1,United States,MN,19,38,5495,,2018-05-15
Shawn,Sullivan,46190,979,2019,P,Male,Open,MPO,United States,CO,28,42,5492,2939.83,2019-11-12
Justin,Marquess,45589,972,2018,P,Male,Advanced,MA1,United States,KY,6,8,5492,,2018-11-18
Chris,Pugh,96566,961,2019,P,Male,Advanced,MA1,United States,AL,4,18,5490,,2019-11-23
Brad,Brundage,22273,961,2008,A,Male,Advanced,MA1,United States,GA,9,10,5490,,2018-05-15
Kevin,Stibal,20114,942,2004,P,Male,Advanced,MA1,United States,IA,16,2,5490,,2018-05-15
Richard,Little,53487,964,2015,P,Male,Advanced,MA1,United States,MI,2,32,5490,,2018-05-15
Dylan,Horst,32599,1002,2016,P,Male,Open,MPO,United States,PA,26,29,5487,4627,2019-12-12
Noah,Meintsma,56555,979,2017,P,Male,Open,MPO,United States,MN,25,84,5482,3834.5,2019-12-12
Lucas,Biggers,21498,947,2011,P,Male,Advanced,MA1,United States,NC,14,29,5480,,2018-05-15
Phil,Arthur,7289,1019,2011,P,Male,Open,MPO,United States,GA,11,21,5480,3283,2018-05-15
Ryan,Kastle,50884,952,2014,A,Male,Advanced,MA1,United States,NC,4,8,5480,,2018-05-15
John,Gabrielli,56470,971,2014,P,Male,Advanced,MA1,United States,MN,6,9,5480,,2018-05-15
Jacob,Sanders,78848,1001,2018,P,Male,Open,MPO,United States,TX,19,48,5477,4934.5,2019-12-12
Bryan,Lagergren,18592,914,2007,P,Male,Advanced,MA1,United States,MN,35,22,5477,,2018-05-15
Josh,DiBattista,86089,999,2018,P,Male,Open,MPO,United States,ME,20,83,5475,4194.75,2019-12-12
D.J.,Baldwin,39066,957,2016,A,Male,Advanced,MA1,United States,MI,4,10,5475,,2018-05-15
Thomas,Tomaselli,80904,1001,2018,P,Male,Open,MPO,United States,CA,21,30,5470,5439.5,2019-12-12
Andrew,Cornwell,78239,980,2019,P,Male,Open,MPO,United States,IN,36,51,5470,2442,2019-11-18
Jordan,Mullen,93043,969,2018,P,Male,Advanced,MA1,United States,KS,11,13,5470,,2018-12-11
Philip,Lawrence,38083,943,2011,A,Male,Advanced,MA1,United States,NC,24,9,5470,,2018-05-15
Jeremy,Buzea,20391,945,2011,A,Male,Advanced,MA1,United States,IN,22,10,5467,,2018-05-15
Samuel,Smith,49413,960,2015,A,Male,Advanced,MA1,United States,MI,8,21,5467,,2018-05-15
Gillis,MacDougall,124607,971,2021,A,Male,Advanced,MA1,United States,MA,9,34,5465,,2021-08-04
Brad,Schick,7992,1003,2015,P,Male,Open,MPO,United States,OH,22,57,5465,6056,2019-12-12
Gavin,Rathbun,60436,982,2016,P,Male,Advanced,MA1,United States,IL,3,93,5465,,2019-12-12
Dan,Seechan,65645,930,2016,A,Male,Advanced,MA1,United States,MN,9,19,5465,,2018-05-15
Gavin,Rathbun,60436,986,2017,P,Male,Open,MPO,United States,IL,20,93,5462,3050.5,2018-05-15
Matthew,Orum,18330,1019,2011,P,Male,Open,MPO,United States,AL,15,62,5460,5663,2018-05-15
Brad,Schick,7992,1011,2007,P,Male,Open,MPO,United States,OH,29,57,5457,7776.95,2018-05-15
Justin,Moore,32083,984,2009,P,Male,Open,MPO,United States,KY,26,3,5455,2148.85,2018-05-15
Dutch,Napier,31473,987,2015,P,Male,Open,MPO,United States,KY,29,37,5452,5748,2019-12-12
Brian,McMillan,34915,929,2011,A,Male,Advanced,MA1,United States,WI,27,9,5452,,2018-05-15
Lee,Nusbaum,48840,962,2015,P,Male,Advanced,MA1,United States,IN,4,7,5452,,2018-05-15
Jeff,Coates,28360,934,2008,P,Male,Advanced,MA1,United States,MI,9,4,5452,,2018-05-15
Kennan,Johnson,77936,976,2021,P,Male,Open,MPO,United States,MI,13,58,5450,659,2021-08-04
Jake,Spencer,76396,975,2021,P,Male,Open,MPO,United States,MN,14,64,5450,933,2021-08-04
Das,Loomis,35956,978,2017,P,Male,Open,MPO,United States,KS,22,36,5450,2338.05,2018-05-15
Joseph,Tomecek,18636,933,2008,P,Male,Advanced,MA1,United States,IL,19,21,5445,,2018-05-15
Blaine,Kinkel,34968,999,2010,P,Male,Open,MPO,United States,SC,21,31,5445,1988,2018-05-15
Ronald,Bieberitz,42564,983,2013,P,Male,Advanced,MA1,United States,IL,11,4,5445,,2018-05-15
Justin,Kreutzer,21879,945,2004,P,Male,Advanced,MA1,United States,TN,15,5,5442,,2018-05-15
Logan,Ritter,44974,965,2016,A,Male,Advanced,MA1,United States,CA,4,2,5440,,2018-05-15
John,Matlack,32660,992,2019,P,Male,Open,MPO,United States,GA,22,40,5437,2853,2019-12-09
Jason,Makarovich,20793,992,2009,P,Male,Open,MPO,United States,GA,41,1,5437,4522.5,2018-05-15
Jordan,Snyder,61941,947,2016,A,Male,Advanced,MA1,United States,MI,3,13,5437,,2018-05-15
Alec,Falzone,57550,931,2015,P,Male,Advanced,MA1,United States,AL,14,21,5435,,2018-05-15
Zach,Haynes,88587,971,2018,P,Male,Advanced,MA1,United States,GA,4,9,5432,,2019-01-08
Garry,Patton,49643,945,2012,P,Male,Advanced,MA1,United States,IL,5,38,5430,,2018-05-15
Josh,Lowe,32697,960,2017,P,Male,Advanced,MA1,United States,IL,5,39,5430,,2018-05-15
Erik,Smith,25987,983,2016,P,Male,Open,MPO,United States,VA,40,17,5430,3319,2018-05-15
JohnE,McCray,9852,1034,2013,P,Male,Open,MPO,United States,FL,22,63,5427,10892.5,2018-05-15
Mark,Taylor,9253,988,2003,P,Male,Open,MPO,United States,CA,26,9,5427,1882.83,2018-05-15
Avery,Jenkins,7495,1016,2005,P,Male,Open,MPO,United States,OK,20,8,5427,8117,2018-02-14
Brian,Killmore,58470,966,2018,A,Male,Advanced,MA1,United States,NC,4,21,5425,,2018-10-05
Chris,Heeren,18464,1005,2003,P,Male,Open,MPO,United States,WI,31,11,5417,5872.17,2018-05-15
Ryan,Wilson,89189,948,2019,A,Male,Advanced,MA1,United States,TX,23,20,5415,,2019-10-21
Chris,Boro,23490,990,2008,P,Male,Open,MPO,United States,NE,27,34,5415,4207.5,2018-05-15
Nate,Krahn,29352,1017,2012,P,Male,Open,MPO,United States,PA,21,47,5412,5330,2018-05-15
Caleb,Pearson,32770,957,2009,A,Male,Advanced,MA1,United States,WI,9,4,5410,,2018-05-15
Justin,Bunnell,20827,1011,2008,P,Male,Open,MPO,United States,TN,14,37,5410,4999.83,2018-05-15
Marshall,Blanks,56886,995,2021,P,Male,Open,MPO,United States,TX,15,61,5410,2651,2021-08-09
Nicholas,Carl,82935,999,2021,P,Male,Open,MPO,United States,MA,17,57,5407,3632,2021-08-05
Phill,Diloné,70955,989,2021,P,Male,Open,MPO,United States,MI,15,52,5405,2054,2021-08-05
Joseph,Rawling,42974,967,2016,P,Male,Advanced,MA1,United States,WI,10,7,5405,,2018-05-15
Patrick,Blazek,25325,992,2019,P,Male,Open,MPO,United States,TX,27,58,5402,4830.66,2021-01-26
Tyler,Huyghe,82496,972,2018,P,Male,Advanced,MA1,United States,MI,12,16,5400,,2018-11-28
Aaron,Collins,63948,934,2015,P,Male,Advanced,MA1,United States,OH,20,50,5395,,2018-05-15
Sam,Vandergraaf,25006,950,2015,A,Male,Advanced,MA1,United States,MI,11,24,5395,,2018-05-15
Andrew,Wallen,61500,935,2016,A,Male,Intermediate,MA2,United States,IL,18,45,5394,,2018-05-15
Dan,Hastings,33504,1018,2019,P,Male,Open,MPO,United States,NC,24,68,5392,9521,2021-01-26
Jacob,Henson,60440,998,2018,P,Male,Open,MPO,United States,MS,27,14,5392,7034.1,2019-12-12
Joe,Rovere,30306,1038,2013,P,Male,Open,MPO,United States,CO,20,40,5392,9610,2018-05-15
Kenny,Clark,39829,1004,2021,P,Male,Open,MPO,United States,WA,16,74,5392,2068,2021-08-09
Devin,Frederick,16287,1007,2016,P,Male,Open,MPO,United States,PA,20,22,5390,5055,2019-12-12
Haywood,Rhodes,38247,952,2012,A,Male,Advanced,MA1,United States,NC,7,26,5390,,2018-05-15
Matthew,Murdock,52438,961,2019,P,Male,Advanced,MA1,United States,MI,19,52,5390,,2020-03-23
Chris,Vilmorin,17519,1004,2004,P,Male,Open,MPO,United States,CA,21,25,5388,4677,2017-03-10
Brock,Way,37380,936,2018,P,Male,Advanced,MA1,United States,MI,15,10,5387,,2018-10-05
Joseph,Olson,34990,933,2011,A,Male,Advanced,MA1,United States,OH,29,10,5387,,2018-05-15
Tim,McDill,41365,975,2013,P,Male,Advanced,MA1,United States,HI,11,20,5387,,2018-05-15
Arturo,Guzman,70630,945,2018,A,Male,Advanced,MA1,United States,NC,6,16,5385,,2018-10-05
George,Smith,4034,1005,2007,P,Male,Open,MPO,United States,MO,26,32,5385,4093.5,2018-05-15
James,Cole,29690,1011,2017,P,Male,Open,MPO,United States,TN,15,36,5385,5917.73,2018-05-15
Andrew,Nava,52403,1000,2019,P,Male,Open,MPO,United States,OR,25,68,5382,3678,2019-11-10
Chris,Heeren,18464,995,2015,P,Male,Open,MPO,United States,WI,27,11,5380,6357,2019-12-12
Steve,Mills,23516,934,2004,P,Male,Advanced,MA1,United States,CA,32,30,5380,,2018-05-15
Brenden,Tetloff,64742,963,2016,P,Male,Advanced,MA1,United States,MI,7,15,5377,,2018-05-15
Matt,Toy,18265,997,2014,P,Male,Open,MPO,United States,MI,33,17,5377,5016,2019-12-12
Jim,Stuppy,22508,939,2007,P,Male,Advanced,MA1,United States,TN,8,34,5377,,2018-05-15
